Product Name,Type,Brand,Is Anti-Biotic,Description,Meta Description,Keywords,Manufacturer,Product Cold Chain,Tags,Base Unit Label,Average Rating,MRP
Dental Floss (SmartCure),beauty,SmartCure Limited,0,"<h2><strong>Smartcure Dental Floss Picks (50 pcs) for Effective Cleaning for Healthier Teeth</strong></h2>
<p><em><strong>GUM Comfort Slide. Perfect for Tight Teeth.&nbsp; Extra Strong Shred-Resistant Dental Floss.&nbsp; Easy Grip Handle</strong></em></p>
<p>Smartcure Dental Floss Picks are designed to provide effective cleaning and help maintain oral health by preventing surface stains between teeth. Each pick features a flexible curved tail end to safely remove trapped food debris and plaque, making it suitable for tightly spaced teeth. The durable, shred-resistant floss ensures a thorough clean without breaking.</p>
<h2>Durable, Shred-Resistant Oral Care at an Affordable Price in BD</h2>
<p>Dental floss is a thin string used to clean between your teeth, getting rid of food and plaque that a toothbrush can't reach. Using tooth floss regularly is important for keeping your mouth healthy. Regular flossing is crucial for maintaining oral health. It helps prevent gingivitis and plaque build-up. According to the American Dental Association, flossing can remove up to 80% of plaque and is especially beneficial for those with orthodontic devices.&nbsp;</p>
<p>With Smartcure Dental Floss Picks, you can enjoy superior oral hygiene without breaking the bank. These floss picks are not only effective but also offer an affordable price point for customers in BD. The flexible curved design and durable, shred-resistant material ensure a thorough cleaning every time. Plus, the convenient individual packaging makes them easy to carry, so you can maintain your oral health anytime, anywhere.</p>
<p>&nbsp;</p>
<h3>Product Key Information&nbsp;</h3>
<table style=""border-collapse: collapse; width: 80%; border-color: #CED4D9;"" border=""1"">
<thead>
<tr>
<th style=""border-color: rgb(206, 212, 217);"">Attribute</th>
<th style=""border-color: rgb(206, 212, 217);"">Details</th>
</tr>
</thead>
<tbody>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Brand/Manufacturer Name</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">Smartcure Limited</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Type</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">Dental Floss Picks, ডেন্টাল ফ্লস পিক</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Top Features</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">Effective Cleaning, Flexible Curved End, Durable, Shred Resistant, Individual Wrappers, Made of food-grade high molecular weight polyethylene fiber, strong and shred-resistant.</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Size</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">50 Pieces</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Count</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">1 Pack</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Application</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">Oral Hygiene</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Used for</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">Removing Food Debris and Plaque</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<h3>Key Benefits&nbsp;</h3>
<ul style=""list-style-type: circle;"">
<li>Effective cleaning helps prevent surface stains between teeth</li>
<li>Flexible curved tail end helps safely remove trapped food debris</li>
<li>Suitable for tightly spaced teeth to remove food debris and plaque</li>
<li>With durable &amp; shred resistant floss</li>
<li>With flexible curved end to act as a toothpick</li>
<li>Also with individual wrapper format cater to your needs</li>
<li>Grip the handle and gently slide the floss between each tooth using back-and-forth motions just to the gum line.</li>
<li>Slide the floss up and down along the tooth surface to remove food debris and plaque</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>
<h3><strong>Features</strong></h3>
<p>&nbsp;</p>
<ol>
<li>Flexible bristles slide between teeth to remove plaque and food particles.</li>
<li>Unique to clean the teeth design, can provide efficient and clean function.</li>
<li>Use daily to maintain oral health and white teeth, gently massage and stimulate gums.</li>
<li>Interdental floss is made of food grade high molecular weight polyethylene fiber, strong and shred resistant.</li>
</ol>
<p>&nbsp;</p>
<h3>&nbsp;How to Use:</h3>
<ol>
<li>Hold the handle of the floss pick.</li>
<li>Gently slide the floss between each tooth using back-and-forth motions just to the gum line.</li>
<li>&nbsp;Slide the floss up and down along the tooth surface to remove food debris and plaque.</li>
<li>Use the flexible curved end as a toothpick if needed.</li>
</ol>
<p>&nbsp;</p>
<p>&nbsp;<em><strong>N.B. Do not force the dental floss between teeth.</strong></em></p>
<p>&nbsp;</p>","Find Smartcure Dental Floss Picks (50 pcs) at Arogga. Durable, shred-resistant, and effective in removing plaque and food debris for healthier teeth.",,,0,"['everyday_essentials', 'Flash Sale']",50 Pcs Box,4.74,150
Femicon,medicine,SMC Enterprise Limited,0,"<h2><strong>Femicon - Low-Dose Combined Oral Contraceptive Pill (COC)</strong></h2>
<p><strong>&nbsp;</strong></p>
<p>Femicon is the leading oral contraceptive pill (OCP) brand in Bangladesh, trusted by women for family planning. This low-dose COC gently adjusts to a woman's body, helping couples plan their families effectively. Find Femicon, the leading low-dose combined oral contraceptive pill in Bangladesh, from Arogga. Trusted for effective family planning and menstrual cycle regulation.</p>
<p>&nbsp;</p>
<h3><strong>Product Key Information</strong></h3>
<table style=""border-collapse: collapse; width: 100%; border-color: #CED4D9;"" border=""1"">
<thead>
<tr>
<th style=""border-color: rgb(206, 212, 217);"">Attribute</th>
<th style=""border-color: rgb(206, 212, 217);"">Details</th>
</tr>
</thead>
<tbody>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Brand/Manufacturer Name</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">Femicon</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Type</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">Low-Dose Combined Oral Contraceptive Pill (COC)</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Top Features</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">Effective contraception, cycle regulation, pain relief, skin benefits</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Packaging</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">21 hormone tablets + 7 iron supplements per blister pack</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Count</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">1 Pack</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Application</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">Oral Contraception</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Used for</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">Family planning, menstrual cycle regulation, pain relief, skin improvement</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Precautions</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">Consult healthcare provider, check medication interactions, assess medical conditions</td>
</tr>
<tr>
<td style=""border-color: rgb(206, 212, 217);""><strong>Dosage</strong></td>
<td style=""border-color: rgb(206, 212, 217);"">1 hormone tablet daily for 21 days, 1 iron supplement daily for 7 days</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<h3><strong>Packaging</strong></h3>
<p>&nbsp;</p>
<ul>
<li>Each blister of Femicon contains 21 hormone tablets and 7 iron supplements.</li>
<li>Each pack of Femicon contains a blister with an insert (instruction sheet).</li>
</ul>
<p>&nbsp;</p>
<h3><strong>Type</strong></h3>
<p>&nbsp;</p>
<ul>
<li>A low-dose combined oral contraceptive pill (COC).</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<p>&nbsp;</p>
<ul>
<li>Effectively prevents pregnancy when taken as directed.</li>
<li>Regulates menstrual cycles, reducing the risk of irregular or heavy bleeding.</li>
<li>Helps alleviate menstrual cramps and pain.</li>
<li>May improve acne and reduce the risk of certain ovarian and endometrial cancers.</li>
</ul>
<p>&nbsp;</p>
<h3><strong>Dosage and Administration</strong></h3>
<p>&nbsp;</p>
<ul>
<li>Take one hormone tablet daily for 21 consecutive days, starting on the first day of your period.</li>
<li>After completing the 21 hormone tablets, take one iron supplement daily for the next 7 days.</li>
<li>Repeat the cycle as directed by your healthcare provider.</li>
</ul>
<p>&nbsp;</p>
<h3><strong>Precautions and Warnings</strong></h3>
<p>&nbsp;</p>
<ul>
<li>Femicon is not suitable for everyone. Consult your healthcare provider before use to assess your risks and benefits.</li>
<li>Femicon may interact with certain medications, including antibiotics, antifungals, and anticonvulsants. Inform your healthcare provider about all medications you are taking.</li>
<li>Femicon may not be suitable for women with certain medical conditions, such as blood clots, liver disease, or uncontrolled high blood pressure.</li>
</ul>
<p>&nbsp;</p>
<p><strong>Femicon - Empowering Women to Plan Their Families Safely and Effectively.</strong></p>",,,SMC Enterprise Limited,0,['everyday_essentials'],Tablet,0,1.62
Thyrin 25,medicine,Square Pharmaceuticals PLC.,0,,,,Square Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,1.11
Olmedip 5/20,medicine,The Ibn Sina Pharmaceutical Ind. Ltd.,0,,,,The Ibn Sina Pharmaceutical Ind. Ltd.,0,"['b2b', 'chronic disease']",Tablet,0,6
Empa 10,medicine,NIPRO JMI Pharma Limited,0,,,,NIPRO JMI Pharma Limited,0,"['b2b', 'chronic disease']",Tablet,0,25
Bicozin,medicine,Square Pharmaceuticals PLC.,0,,,,Square Pharmaceuticals Ltd.,0,[],Tablet,0,3
Fixocard 50,medicine,Incepta Pharmaceuticals Ltd.,0,,"Discover Fixocard 50 (ফিক্সোকার্ড ৫০) Tablet for heart health support. Learn about usage, side effects, and get the best price and fastest delivery at Arogga!",,Incepta Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,8
Fexo 180,medicine,Square Pharmaceuticals PLC.,0,,,,Square Pharmaceuticals Ltd.,0,[],Tablet,0,12
Ace Plus,medicine,Square Pharmaceuticals PLC.,0,,,,Square Pharmaceuticals Ltd.,0,['everyday_essentials'],Tablet,0,2.51
Entacyd Plus 200ml,medicine,Square Pharmaceuticals PLC.,0,,,,Square Pharmaceuticals Ltd.,0,['everyday_essentials'],200ml bot,0,90
Rupa 10,medicine,Aristopharma Limited,0,,"Rupa 10 (রুপা ১০ মি.গ্রা. ট্যাবলেট) is an antihistaminic medication. It treats allergy symptoms such as itching, swelling, and rashes by blocking the effects",,Aristopharma Limited,0,['chronic disease'],Tablet,0,12
Xtreme Ultra Thin Premium Condom 3's Pack,sexual_wellness,SMC Enterprise Limited,0,"<h2 dir=""ltr""><strong>Xtreme Ultra Thin Premium Condoms: Maximum Sensitivity, Ultimate Pleasure</strong></h2>
<p dir=""ltr"">Product Key Information Table:</p>
<div dir=""ltr"" align=""left"">
<table><colgroup><col width=""192""><col width=""263""></colgroup>
<tbody>
<tr>
<td>
<p dir=""ltr"">Attribute</p>
</td>
<td>
<p dir=""ltr"">Details</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Brand/Manufacturer Name</p>
</td>
<td>
<p dir=""ltr"">Xtreme</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Item Form</p>
</td>
<td>
<p dir=""ltr"">Condom</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Features</p>
</td>
<td>
<p dir=""ltr"">Ultra-thin, Latex, Premium lubrication</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Skin Type</p>
</td>
<td>
<p dir=""ltr"">Suitable for all skin types</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Size</p>
</td>
<td>
<p dir=""ltr"">3 Pack</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Count</p>
</td>
<td>
<p dir=""ltr"">3 Condoms</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Application</p>
</td>
<td>
<p dir=""ltr"">Sexual wellness, Protection, Enhanced intimacy</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Used for</p>
</td>
<td>
<p dir=""ltr"">Providing a closer and more natural feeling</p>
</td>
</tr>
</tbody>
</table>
</div>
<p dir=""ltr"">Product Highlights:</p>
<ul>
<li dir=""ltr"">
<p dir=""ltr"">Ultra-thin design for an almost invisible feel and enhanced sensitivity.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Premium lubrication for comfort and improved experience.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Electronically tested for reliability and safety.</p>
</li>
</ul>
<p dir=""ltr"">Product Long Description:</p>
<p dir=""ltr"">Xtreme Ultra Thin Premium Condoms are designed for couples seeking a more intimate experience. The ultra-thin latex material offers the sensation of wearing almost nothing, enhancing sensitivity and connection between partners. Each condom is coated with a premium lubricant, ensuring comfort and ease of use. The 3 pack of condoms is perfect for those special moments, providing both protection and pleasure.</p>
<p dir=""ltr"">Product Benefits:</p>
<ul>
<li dir=""ltr"">
<p dir=""ltr"">Enhanced Sensitivity: Ultra-thin design maximizes sensitivity and intimacy.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">High-Quality Safety: Each condom is rigorously tested for strength and reliability, offering peace of mind.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Comfortable Use: Premium lubrication facilitates smoother experiences and enhances comfort.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Discreet Packaging: Designed for privacy and convenience, ensuring discretion.</p>
</li>
</ul>
<p dir=""ltr"">How to Use:</p>
<p dir=""ltr"">Ensure the condom is right-side out before applying to an erect penis. Unroll the condom all the way to the base. After use, dispose of the condom in a trash receptacle.</p>
<p dir=""ltr"">Safety Guide:</p>
<p dir=""ltr"">Use each condom only once. Avoid exposure to direct sunlight or extreme temperatures. Consult a healthcare professional if you experience irritation or discomfort.</p>
<p dir=""ltr"">About the Brand:</p>
<p dir=""ltr"">Xtreme is dedicated to enhancing sexual health and pleasure with a wide range of high-quality, innovative products. Committed to safety and satisfaction, Xtreme helps partners connect more deeply and confidently.</p>",,,SMC Enterprise Limited,0,"['Wedding', 'std labpromo']",3's Pack,4.29,90
Ace 500,medicine,Square Pharmaceuticals PLC.,0,,"Ace 500 mg Tablet (এইস্‌ ৫০০ মি.গ্রা. ট্যাবলেট) is a pain reliever and fever reducer. It effectively treats headaches, muscle pain, and fever.",,Square Pharmaceuticals Ltd.,0,"['everyday_essentials', 'OTC', 'b2b']",Tablet,0,1.2
Progest 10,medicine,Popular Pharmaceuticals Ltd.,0,,,,Popular Pharmaceuticals Ltd.,0,['b2b'],Tablet,0,40
Dimerol 80,medicine,Drug International Ltd.,0,,,,Drug International Ltd.,0,"['b2b', 'chronic disease']",Tablet,0,8
ATV 10,medicine,Delta Pharma Limited,0,,"Discover ATV 10mg Tablet (এটিভি ১০ মি.গ্রা. ট্যাবলেট) uses, dosage, side effects, and get the best price with the fastest delivery at Arogga. ",,Delta Pharma Limited,0,"['b2b', 'chronic disease']",Tablet,0,5
Linax 5,medicine,The Ibn Sina Pharmaceutical Ind. Ltd.,0,,,,The Ibn Sina Pharmaceutical Ind. Ltd.,0,['chronic disease'],Tablet,0,8
Febus 40,medicine,ACI Limited,0,,,,ACI Limited,0,[],Tablet,0,15
Metacard MR,medicine,Aristopharma Limited,0,,,,Aristopharma Limited,0,['chronic disease'],Tablet,0,10
Neurobest,medicine,Renata Limited,0,,,,Renata Limited,0,['b2b'],Tablet,0,10
Floriz 1000,medicine,Radiant Pharmaceuticals Ltd.,0,"<p>Indications</p>
<p>Biotin is indicated in-</p>
<ul>
<li>Hair loss</li>
<li>Weak, brittle, splitting or soft nails</li>
<li>Eczema &amp; dermatitis.</li>
</ul>
<p>Pharmacology</p>
<p>Biotin is an essential vitamin that is also known as vitamin H. It is involved in vital physiological function like fatty acid synthesis, amino acid catabolism and gluconeogenesis. It acts as a cofactor in the enzymatic carboxylation of pyruvate and acetyl-CoA. Biotin influences the growth and differentiation of epidermal cells and is therefore important for the formation and renewal of the skin, hair and nails. It functions as a coenzyme for mitochondrial carboxylases in hair roots and improves the keratin structure. Biotin deficiency may result in hair loss and a variety of systemic symptoms such as dermatitis, and aciduria. Biotin is one of the most prescribed nutritional supplements for any kind of hair loss.</p>
<p>Dosage &amp; Administration</p>
<p>Biotin dose varies depending on disease condition and age group.</p>
<p> </p>
<p>In adults: Generally 1-3 tablets per day or as advised by the physician.</p>
<p> </p>
<p>In children: biotin deficiency affects between 1 week and 2 years of age and usually exhibits seizures, hypotonia, developmental delay, ataxia, hyperventilation, and coma. In this case, 5-10 tablets daily, crushed and mixed with water or any kind of fruit juice or as advised by the physician.</p>
<p> </p>
<p>Recommended dietary allowance:</p>
<p> </p>
<p>Infants-</p>
<ul>
<li>0-6 months: 5 mcg/day</li>
<li>7-12 months: 6 mcg/day</li>
</ul>
<p>Children-</p>
<ul>
<li>1-3 years: 8 mcg/day</li>
<li>4-8 years: 12 mcg/day</li>
</ul>
<p>Males and females-</p>
<ul>
<li>9-13 years: 20 mcg/day</li>
<li>14-18 years: 25 mcg/day</li>
<li>≥19 years: 30 mcg/day</li>
</ul>
<p>Pregnancy: 30 mcg/day</p>
<p> </p>
<p>Lactation: 35 mcg/day</p>
<p><em>* চিকিৎসকের পরামর্শ মোতাবেক ঔষধ সেবন করুন</em>'</p>
<p>Interaction</p>
<p>There are indications that anticonvulsant drugs lower the plasma level of biotin. Antibiotic use may decrease the biotin contribution to the body made by the microflora of the large intestine. Excessive consumption of raw egg whites interferes with biotin absorption.</p>
<p>Contraindications</p>
<p>Contraindicated in patients with known hypersensitivity to any of the ingredients.</p>
<p>Side Effects</p>
<p>Well tolerated in the recommended dose. No biotin toxicity has been reported in individuals supplemented with as much as 200 mg orally or 20mg intravenously per day.</p>
<p>Pregnancy &amp; Lactation</p>
<p>Sufficient clinical data is not available to use in pregnant women and lactating mother.</p>
<p>Therapeutic Class</p>
<p>Herbal and Nutraceuticals</p>
<p>Storage Conditions</p>
<p>Store in a cool and dry place, away from light and moisture. Keep out of reach of children.</p>",,,,0,['b2b'],Tablet,0,20
Rabe 20,medicine,Aristopharma Limited,0,,,,Aristopharma Limited,0,[],Tablet,0,7
Tofen,medicine,Beximco Pharmaceuticals Ltd.,0,,Tofen Syrup 1 mg/5 ml (টোফেন সিরাপ) effectively treats allergy symptoms in children and adults. Learn about its benefits and potential side effects for safe and informed usage.,,Beximco Pharmaceuticals Ltd.,0,['chronic disease'],100ml bot,0,75
Citofer 210,medicine,Incepta Pharmaceuticals Ltd.,0,,,,Incepta Pharmaceuticals Ltd.,0,[],Tablet,0,25
Glipita M 500,medicine,Beximco Pharmaceuticals Ltd.,0,,"Discover Glipita M 50 mg+500 mg Tablet (গ্লিপিটা-এম ৫০ মি.গ্রা.+৫০০ মি.গ্রা. ট্যাবলেট) for effective diabetes management. Learn about usage, benefits, and get the best price and fastest delivery at Arogga!",,Beximco Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,16
Muuchstac Ocean Face Wash For Man 100ml,beauty,Muuchstac,0,"<h2 dir=""ltr"">Buy Muuchstac Ocean Face Wash for Man 100ml at Best Price in Bangladesh</h2>
<p>Find Muuchstac Ocean Face Wash for Men 100ml in Bangladesh from Arogga, your trusted online store. Buy this refreshing face wash for a clean and revitalized complexion.  Get your skincare regime off to a flying start with the best cleanser &amp; face wash for your skin type, whether dry, normal, or oily.</p>
<p> </p>
<p>This 100ml face wash is specially formulated to cater to men's skincare needs, offering a refreshing and deep cleansing experience. Muuchstac Ocean Face Wash removes dirt, oil, and impurities, leaving your skin feeling clean, hydrated, and revitalized. </p>
<p> </p>
<p>The face wash is GMP-certified and suitable for all skin types, including dry, oily, and sensitive skin, making it perfect for men and boys. Experience the refreshing and revitalizing effects of Muuchstac Ocean Face Wash for Men. Order your 100ml bottle today and start your skincare regime with a product that ensures healthy, glowing skin.</p>
<p> </p>
<p> </p>
<h3 dir=""ltr"">Muuchstac Ocean Face Wash Product Features:</h3>
<table style=""border-collapse:collapse;width:100%;height:411.6px;border-width:1px;border-color:#7E8C8D;"" border=""1"">
<thead>
<tr style=""height:19.6px;"">
<th style=""width:27.1215%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Feature</strong></th>
<th style=""width:72.9541%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Details</strong></th>
</tr>
</thead>
<tbody>
<tr style=""height:19.6px;"">
<td style=""width:27.1215%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Brand</strong></td>
<td style=""width:72.9541%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);"">Muuchstac</td>
</tr>
<tr style=""height:19.6px;"">
<td style=""width:27.1215%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Product Name</strong></td>
<td style=""width:72.9541%;text-align:left;height:19.6px;border-width:1px;border-color:rgb(126,140,141);"">Ocean Face Wash for Men 100ml</td>
</tr>
<tr style=""height:19.6px;"">
<td style=""width:27.1215%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Purpose</strong></td>
<td style=""width:72.9541%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);"">Deep cleansing, oil control, hydration, acne prevention</td>
</tr>
<tr style=""height:19.6px;"">
<td style=""width:27.1215%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Key Ingredients</strong></td>
<td style=""width:72.9541%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);"">Salicylic Acid, Liquorice Extracts, Glycerine, Menthol, Antioxidants</td>
</tr>
<tr style=""height:19.6px;"">
<td style=""width:27.1215%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Skin Concerns Addressed</strong></td>
<td style=""width:72.9541%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);"">Acne, pimples, dark spots, itchiness, dryness, dullness</td>
</tr>
<tr style=""height:19.6px;"">
<td style=""width:27.1215%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Suitable for Skin Types</strong></td>
<td style=""width:72.9541%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);"">All skin types (dry, oily, sensitive, normal)</td>
</tr>
<tr style=""height:19.6px;"">
<td style=""width:27.1215%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Fragrance</strong></td>
<td style=""width:72.9541%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);"">Masculine and refreshing</td>
</tr>
<tr style=""height:19.6px;"">
<td style=""width:27.1215%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Certification</strong></td>
<td style=""width:72.9541%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);"">GMP-certified</td>
</tr>
<tr style=""height:19.6px;"">
<td style=""width:27.1215%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Benefits</strong></td>
<td style=""width:72.9541%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);"">Brightens skin, unclogs pores, reduces irritation, nourishes and repairs skin</td>
</tr>
<tr style=""height:19.6px;"">
<td style=""width:27.1215%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Volume</strong></td>
<td style=""width:72.9541%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);"">100ml</td>
</tr>
<tr style=""height:98px;"">
<td style=""width:27.1215%;height:98px;border-width:1px;border-color:rgb(126,140,141);""><strong>How to Use</strong></td>
<td style=""width:72.9541%;height:98px;border-width:1px;border-color:rgb(126,140,141);"">- Clean hands and face. <br />- Apply a coin-sized amount. <br />- Massage in circular motions. <br />- Rinse and pat dry. <br />- Use twice daily.</td>
</tr>
<tr style=""height:39.2px;"">
<td style=""width:27.1215%;height:39.2px;border-width:1px;border-color:rgb(126,140,141);""><strong>Safety Precautions</strong></td>
<td style=""width:72.9541%;height:39.2px;border-width:1px;border-color:rgb(126,140,141);"">- Avoid contact with eyes. <br />- For external use only. <br />- Keep away from children. <br />- Store in a cool, dry place.</td>
</tr>
<tr style=""height:19.6px;"">
<td style=""width:27.1215%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);""><strong>Where to Buy</strong></td>
<td style=""width:72.9541%;height:19.6px;border-width:1px;border-color:rgb(126,140,141);"">Arogga (trusted online store in Bangladesh)</td>
</tr>
<tr style=""height:39.2px;"">
<td style=""width:27.1215%;height:39.2px;border-width:1px;border-color:rgb(126,140,141);""><strong>Muuchstac face wash price in bangladesh</strong></td>
<td style=""width:72.9541%;height:39.2px;border-width:1px;border-color:rgb(126,140,141);"">Arogga offer affordable and competitive price for </td>
</tr>
</tbody>
</table>
<p> </p>
<h3>Fight Acne &amp; Pimples, Brighten Skin, Clears Dirt, Oil Control, Refreshing Feel [Multi-Action Formula]</h3>
<p> </p>
<p>The Muuchstac Ocean Face Wash for Men, available in Arogga Ltd, is a specialized skincare product designed to address common skin concerns. It is effective in maintaining an even skin tone and managing dark spots, ensuring that the skin stays hydrated and fresh.</p>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini"">It reduces acne, pimples, itchiness, dryness, and dullness. Brightens and clears skin while controlling oil. Suitable for all skin types.</li>
<li class=""a-spacing-mini"">This facewash is developed specifically for men with a multi-action formula, masculine fragrance, and refreshing feel. Moisturizes, heals, and provides a natural glow.</li>
<li class=""a-spacing-mini"">It contains safe and effective ingredients like salicylic acid, licorice extract, and menthol. Removes excess oil and ensures long-lasting freshness.</li>
<li class=""a-spacing-mini"">It Nourishes skin, and repairs and clears clogged pores, suitable for both dry and oily skin.</li>
</ul>
<p> </p>
<h3 dir=""ltr"">Product Highlights</h3>
<p> </p>
<ul>
<li dir=""ltr"">
<p dir=""ltr"">Tailored for men's skin: Perfect for maintaining an even skin tone and managing dark spots.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Deep cleansing: Unclogs pores and reduces skin irritation.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Nourishing ingredients: Contains glycerine for hydration and preventing skin aging.</p>
</li>
</ul>
<p> </p>
<h3 dir=""ltr"">Ingredients</h3>
<p> </p>
<ul>
<li dir=""ltr"">
<p dir=""ltr"">Antioxidants</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Liquorice Extracts</p>
</li>
<li dir=""ltr"">
<p dir=""ltr""><a href=""https://www.arogga.com/product/53974/glycerine-pure-repacked-200gm-glycerine-200gm"">Glycerine</a></p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Menthol</p>
</li>
</ul>
<p> </p>
<h3 dir=""ltr"">How to Use</h3>
<p> </p>
<ul>
<li>Wash your hands and face well.</li>
<li>Dispense a coin-sized amount of Muuchstac Ocean Face Wash onto your palm.</li>
<li>Spread and rub it well on your face in a circular motion.</li>
<li>Rinse thoroughly with water and pat dry.</li>
<li>Use twice daily for best results.</li>
</ul>
<p> </p>
<h3 dir=""ltr"">Safety Guide</h3>
<p> </p>
<ul>
<li>Avoid contact with eyes. In case of contact, rinse thoroughly with water.</li>
<li>For external use only.</li>
<li>Keep out of reach of children.</li>
<li>Store in a cool, dry place, away from direct sunlight.</li>
</ul>
<p> </p>
<h3 dir=""ltr"">About the Brand</h3>
<p> </p>
<p><a href=""https://www.arogga.com/brand/100217/muuchstac"">Muuchstac</a> is dedicated to providing high-quality grooming products for men. With a focus on innovative formulations and natural ingredients, Muuchstac aims to deliver effective and reliable skincare solutions. The Ocean Face Wash is a testament to Muuchstac's commitment to excellence, offering a superior cleansing experience for men.</p>
<p dir=""ltr"">Muuchstac is dedicated to providing innovative skincare solutions, with a focus on natural ingredients and effective formulations tailored for men.</p>",,,,0,"['Top selling', 'trending ']",100ml bot,4.75,1050
Pevisone,medicine,Synovia Pharma PLC.,0,,,,Sanofi Bangladesh Ltd.,0,[],10gm tube,0,70
