Product Name,Type,Brand,Is Anti-Biotic,Description,Meta Description,Keywords,Manufacturer,Product Cold Chain,Tags,Base Unit Label,Average Rating,MRP
Gaviflux,medicine,Beacon Pharmaceuticals PLC,0,,,,Beacon Pharmaceuticals Ltd.,0,[],200ml bot,0,300
Esloric 100,medicine,Square Pharmaceuticals PLC.,0,,,,Square Pharmaceuticals Ltd.,0,[],Tablet,0,4.03
Pladex A,medicine,Unimed Unihealth Pharmaceuticals Ltd.,0,,,,Unimed Unihealth Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,12.5
Simple Water Boost Micellar Facial Gel Wash for Hydrated Dewy-Fresh Skin 150ml,beauty,Simple,0,"<p><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;""><strong>Simple Water Boost Micellar Facial Gel Wash for Hydrated Dewy-Fresh Skin</strong></span></p>
<p><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Our Simple Water Boost Micellar Facial Gel Wash is a mineral-packed vegan face wash for dehydrated skin with clever micellar water technology, which helps to revive and freshen up your skin. This Simple micellar face wash is enriched with plant-derived PENTAVITIN&trade; and plant-based prebiotic, perfect for dry &amp; sensitive skin.</span></p>
<p><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">With 4% hydrating actives, this deep-cleansing face wash is boosted with PENTAVITIN&trade; &ndash; a unique active ingredient that attracts and binds moisture to your skin like a magnet. But that&rsquo;s not all. Skin is drenched with long-lasting hydration that doesn&rsquo;t wash away. Plus, the Pro Amino Acid Technology boosts the levels of strengthening amino acids naturally present in the skin, for a hydrated and healthy skin barrier against drying elements like central heating and extreme weather.</span></p>
<p><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">You&rsquo;ll love this non-stripping, pH-neutral foaming cleanser which leaves skin gratifyingly clean and satisfyingly hydrated. And you can count on this skin cleanser to remove every last trace of make-up, dirt, and grime &ndash; minus that tight, dry skin feeling. 100% soap-free and packed with ultra-hydrating ingredients, this daily cleanser is suitable for all skin types and is super gentle &ndash; even on sensitive skin. Like all Simple products, our Simple Micellar Gel Facial Wash is dermatologically tested, hypoallergenic, contains no harsh chemicals, and is free from alcohol, mineral oils, artificial colors, and perfume</span></p>
<p>&nbsp;</p>
<h2><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">How To Use</span></h2>
<div class=""richText component section default-style first odd alpha"">
<div class=""component-content"">
<div class=""richText-content"">
<ul>
<li><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Step 1: Wet your face with warm water, squeeze the amount into your hands, and work into a lather.</span></li>
<li><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Step 2: Massage gently in a circular motion onto wet skin.</span></li>
<li><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Step 3: Rinse thoroughly with warm water and pat dry.</span></li>
<li><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Step 4: Finish by applying a Simple moisturizer of your choice. For best results, use morning and night.</span></li>
</ul>
<p>&nbsp;</p>
<h2><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Ingredients</span></h2>
<p><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Aqua, Cocamidopropyl Betaine, Propylene Glycol, Hydroxypropyl Methylcellulose, Panthenol, Sodium Chloride, Citric Acid, Disodium EDTA, Glycerin, Hydroxypropyl Cyclodextrin, Iodopropynyl Butylcarbamate, Pantolactone, Phenoxyethanol, Potassium Chloride, Saccharide Isomerate, Sodium Benzoate, Sodium Citrate, Sodium Hydroxide, Tocopheryl Acetate.</span></p>
<p>&nbsp;</p>
<p><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Packaging may varry due to different editions.</span></p>
</div>
</div>
</div>",Hydrate and cleanse gently with Simple Water Boost Micellar Facial Gel Wash. Ideal for sensitive skin. Shop now for the best price and fastest delivery at Arogga!,,SKF Pharmaceuticals,0,"['authentic-beauty', 'eid khushi']",150ml Tube,4.9,900
Clocard 75,medicine,Aristopharma Limited,0,,,,Aristopharma Limited,0,['chronic disease'],Tablet,0,11
Zolax 0.5,medicine,Beximco Pharmaceuticals Ltd.,0,,,,Beximco Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,2
Lino-M 500,medicine,The ACME Laboratories Ltd.,0,,,,The ACME Laboratories Ltd.,0,"['b2b', 'chronic disease']",Tablet,0,13
Zandu Balm Ultra Power(GREEN),healthcare,Zandu,0,"<h2>Product details of Zandu_Balm Ultra Power(GREEN)</h2>
<ul>
<li>We have in our store a commendable range of Zandu Balm. The offered products are a pain relieving rub, made using active herbal ingredients by the renowned manufacturers of the market. These products are used on the pain affected area for having desired relief. Prepared using natural potent pain relievers, all our products are considered beneficiary to be used for backaches, arthritis, minor aches &amp; pains from strains, bruises and sports exertion.</li>
</ul>
<p>&nbsp;</p>",,,Emami,0,"['bestselling', 'winter_devices']",8ml bot,4.67,120
Quiet 100,medicine,Incepta Pharmaceuticals Ltd.,0,,,,Incepta Pharmaceuticals Ltd.,0,[],Tablet,0,10
Ferix-V,medicine,Renata Limited,0,,,,Renata Limited,0,[],Capsule,0,4.5
Linaglip 5,medicine,Aristopharma Limited,0,,,,Aristopharma Limited,0,['chronic disease'],Tablet,0,22
Quaker Oats Jar 450g,food,Quaker,0,"<p>Start your day with a nutritious and delicious bowl of Quaker Oats! Made from 100% wholegrain oats, this breakfast option provides a wholesome foundation for your day.</p>
<p><strong>Key Benefits:</strong></p>
<ul>
<li>Rich in carbohydrates, proteins, and dietary fiber</li>
<li>Helps reduce the risk of high blood pressure and cholesterol</li>
<li>Quick and easy to prepare in just three minutes</li>
<li>Naturally delicious flavor</li>
</ul>
<p><strong>Ingredients:</strong></p>
<ul>
<li>100% Natural Wholegrain Oats</li>
</ul>
<p>Enjoy the wholesome goodness of Quaker Oats and fuel your day with essential nutrients!</p>",,,,0,['Nutritious Diet'],450gm Jar,4.33,380
Rc Cola 250ml,food,RC,0,"<h2><strong>RC Cola is a carbonated beverage that is typically sold in a pet 250 ml bottle.</strong></h2>
<h2><strong> It is a cola-flavored soda that offers a refreshing and fizzy drink option. Cola beverages are known for their sweet and slightly tangy taste.</strong></h2>",,,,0,"['', 'Drinks']",250ml Botal,4.67,20
OSUFI Collagen Moisturizing Brightening Firming Essence Toner 300ml,beauty,Osufi,0,"<ul class=""wd-nav wd-nav-tabs wd-icon-pos-left tabs wc-tabs wd-style-underline-reverse"" role=""tablist"">
<li id=""tab-title-description"" class=""description_tab active"" role=""tab"" aria-controls=""tab-description"" aria-selected=""true"">
<p><strong>OSUFI Collagen Moisturizing Brightening Firming Essence Toner 300ml</strong> is a multifunctional skincare toner formulated to enhance hydration, brightness, and skin firmness. Enriched with collagen and other nourishing ingredients, it is designed to boost skin elasticity and provide a smooth, refreshed look.</p>
<h3>Key Features:</h3>
<ul>
<li><strong>Collagen-Infused</strong>: Helps improve skin elasticity, reducing signs of aging by firming and plumping the skin.</li>
<li><strong>Moisturizing</strong>: Deeply hydrates the skin, leaving it feeling smooth, soft, and revitalized.</li>
<li><strong>Brightening</strong>: Assists in evening out skin tone, reducing dullness, and enhancing natural radiance.</li>
<li><strong>Essence Texture</strong>: Combines the hydrating benefits of a toner with the nutrient-rich properties of an essence, making it an ideal prep step before applying other skincare products.</li>
</ul>
<h3>Benefits:</h3>
<ul>
<li><strong>Firms and Tightens</strong>: The collagen content helps lift and firm the skin, reducing the appearance of fine lines.</li>
<li><strong>Enhances Skin Glow</strong>: Brightening agents work to reveal a more radiant complexion.</li>
<li><strong>Gentle on Skin</strong>: Suitable for daily use, with a light formula that refreshes without leaving a greasy residue.</li>
</ul>
<h3>Usage:</h3>
<p>After cleansing, apply the toner to the face with a cotton pad or hands, gently patting for full absorption.</p>
</li>
</ul>",,,,0,[],300ml Bottle,4.6,1050
I-Can Pregnancy Strip,sexual_wellness,I-Can,0,"<h3>&nbsp;I-Can Pregnancy Test Strip is a convenient and easy-to-use home pregnancy test kit designed to detect the presence of the pregnancy hormone (hCG) in a woman&rsquo;s urine. The test is highly accurate and provides quick results, typically within 5 minutes, making it a reliable option for confirming pregnancy in the privacy of your home.</h3>
<p>&nbsp;</p>
<p>Pregnancy tests look for a special hormone &mdash;human chorionic gonadotropin (HCG) &mdash; that only develops in a person&rsquo;s body during pregnancy. These tests can use either your pee or blood to look for HCG. At-home pregnancy tests that use your pee are the most common type. When used correctly, home pregnancy tests are 99% accurate।</p>
<p>&nbsp;</p>
<ul>
<li>Product Name: I-Can Pregnancy Test Strip</li>
<li>Type: Home Pregnancy Test Kit</li>
<li>Brand: I-Can</li>
<li>Early detection of pregnancy.</li>
<li>Can be used any time of the day.</li>
<li>Fast and easy to use.</li>
<li>Suitable for self-testing and professional use</li>
</ul>
<p>&nbsp;</p>
<h3>Benefits:</h3>
<ol>
<li>
<p><strong>Quick and Convenient: </strong>Provides results in just 5 minutes, allowing you to confirm pregnancy quickly without the need for a doctor's visit.</p>
</li>
<li>
<p><strong>Highly Accurate:</strong> When used correctly, it offers over 99% accuracy, providing reliable results from the first day of a missed period.</p>
</li>
<li>
<p><strong>Easy to Use: </strong>The strip is designed for easy handling, with clear instructions, making it simple to use at home.</p>
</li>
<li>
<p><strong>Sensitive Detection:</strong> Detects even low levels of hCG hormone, making it effective from the early stages of pregnancy.</p>
</li>
<li>
<p><strong>Private and Discreet:</strong> Allows women to test for pregnancy discreetly in the comfort of their home, maintaining privacy.</p>
</li>
</ol>
<h3>&nbsp;</h3>
<h3>How to Use:</h3>
<ol>
<li>
<p>Collect the Urine Sample:</p>
<ul>
<li>Use a clean, dry container to collect your first urine in the morning, as it contains the highest concentration of hCG.</li>
</ul>
</li>
<li>
<p>Dip the Strip:</p>
<ul>
<li>Open the sealed pouch and remove the test strip. Hold the strip by the colored end and dip it into the urine sample for about 5-10 seconds. Make sure the urine does not go above the MAX line on the strip.</li>
</ul>
</li>
<li>
<p>Wait for Results:</p>
<ul>
<li>Place the strip on a flat surface and wait for 3-5 minutes.</li>
</ul>
</li>
<li>
<p>Read the Results:</p>
<ul>
<li>One Line (C): Negative &ndash; Not Pregnant.</li>
<li>Two Lines (C and T): Positive &ndash; Pregnant.</li>
<li>No Lines: Invalid &ndash; Repeat the test with a new strip.</li>
</ul>
</li>
<li>
<p>Dispose of the Strip:</p>
<ul>
<li>After reading the results, dispose of the strip safely.</li>
</ul>
</li>
</ol>
<h3>&nbsp;</h3>
<h3>Precautions:</h3>
<ul>
<li>Use the test on or after the first day of a missed period for accurate results.</li>
<li>Do not touch the test window to avoid contamination.</li>
<li>Read the results within the time frame mentioned (5 minutes); results may change if read after a long time.</li>
<li>Always check the expiration date before use.</li>
</ul>
<h3>&nbsp;</h3>
<p>The I-Can Pregnancy Test Strip is a reliable, fast, and easy-to-use option for confirming pregnancy at home. It provides accurate results in minutes, allowing women to take the first step in knowing their pregnancy status privately and conveniently.</p>",,,Piramal Pharma Limited,0,['eid khushi'],1's Pack,5,90
Monera,medicine,Square Pharmaceuticals PLC.,0,"<div>Composition</div>
<div class=""ac-body"">Each 5 ml syrup contains extracts of-
<ul>
<li>Bacopa monnieri 1.21 gm</li>
<li>Asparagus racemosus 0.30 gm</li>
<li>Ipomoea paniculata 0.30 gm</li>
<li>Terminalia chebula 0.30 gm</li>
<li>Vetiveria zizanioides 0.30 gm</li>
<li>Zingiber officinale 0.30 gm</li>
<li>Foeniculum vulgare 0.30 gm</li>
</ul>
</div>
<div>Indications</div>
<div class=""ac-body"">This syrup is indicated in deficit/Cognitive deficit, Age Associated Memory Impairment (AAMI), Attention Deficit Disorder (ADD), Dementia, Convulsion and Epilepsy in children, Alzheimer&rsquo;s disease, Autistic Spectrum Disorder (ASD) and Drug addiction.</div>
<div>Therapeutic Class</div>
<div class=""ac-body"">Herbal and Nutraceuticals</div>
<div>Description</div>
<div class=""ac-body"">Bacopa monnieri (L) belongs to the Scrophulariaceae family and commonly known as Brahmi has been used in Ayurvedic system of medicine for centuries. It is a small, creeping herb with numerous branches and grows in wet soil. Flowers and fruits of Brahmi appear in summer and the entire plant is used medicinallyCompounds responsible for the pharmacological effects of Bacopa include alkaloids, saponins and sterols. Other active constituents are betulic acid, stigmastarol, beta-sitosterol as well as numerous bacosides. The constituents responsible for cognitive effects are bacoside A &amp; B.</div>
<div>Pharmacology</div>
<div class=""ac-body"">The triterpenoid saponins and other bacosides are responsible for Bacopa&rsquo;s ability to enhance nerve impulse transmission. The bacosides aid in repair of damaged neurons by enhancing kinase activity, neuronal synthesis, restoration of synaptic activity and modulating the cholinergic and GABAergic neurotransmission, and ultimately improves nerve impulse transmission.Bacosides appear to have antioxidant activity in the hippocampus, frontal cortexand striatum. Bacopa extracts modulate the expression of certain enzymes involved in generation and scavenging of reactive oxygen species in the brain. It exerts a protective effect against DNA damage in astrocytes and human fibroblasts.Asparagus racemosus is a well-known nervine tonic. It plays the role of an antioxidant by attenuating free radical induced oxidative neural damage. Antioxidant compound racemofuran of AR shows an enhancement in glutathione peroxidase (GPx) activity and glutathione content, and reduction in membranal lipid peroxidation and protein carbonyl.</div>
<div>Dosage &amp; Administration</div>
<div class=""ac-body""><strong>2-5 years</strong>:1 teaspoonful (5 ml) 2-3 times daily after meal for three months.<strong>6-12 years</strong>: 1-2 teaspoonful (5-10 ml) 2-3 times daily after meal for three months.<strong>Above 12 years and Adult</strong>: 2-3 teaspoonfuls (10-15 ml) 3 times daily after meal for three months.</div>
<div>Interaction</div>
<div class=""ac-body"">Bacopa may potentiate the activity of thyroid stimulating drugs or decrease the effects of anti-thyroid medications. It is important to note that this effect is not typically expected at the normal therapeutic dose for humans. Bacopa may work to decrease the toxicity of several drugs like morphine, and other opiate drugs. It has also been shown to reduce the decline in cognitive function associated with phenytoin, an anti-seizure medication.</div>
<div>Side Effects</div>
<div class=""ac-body"">There are no side effects associated with the use of Bacopa in the above mentioned therapeutic doses. Bacopa has been used safely as an Ayurvedic medicine for hundreds of years.</div>
<div>Pregnancy &amp; Lactation</div>
<div class=""ac-body"">Women who are pregnant or nursing are advised to consult with a physician prior to use Bacopa. Although medical literature has not reported any adverse effects related to fetal development during pregnancy or to infants who are breast-fed.</div>
<div>Storage Conditions</div>
<div class=""ac-body"">Keep in a cool, dry place &amp; away from direct sunlight. Keep the medicine out of the reach of children.</div>",,,Square Pharmaceuticals Ltd.,0,[],100ml bot,0,80
Kiton Soap,medicine,Biotec Corporation,0,"<h2 dir=""ltr""><strong>Kiton 2% Soap - Your Solution for Topical Fungal Infections</strong></h2>
<p>Kiton 2% Soap ( কিটন কিটোকোনাজল সাবান ) is a medicated soap manufactured by Biotec Corporation under the Arogga brand. It contains 2% ketoconazole, a powerful antifungal ingredient, to combat various fungal infections on the body.<!----><!----><!----><!----><!----><!----></p>
<h3 dir=""ltr"">Product Highlights:</h3>
<ul>
<li dir=""ltr"">
<p dir=""ltr"">Targeted Treatment: Specially formulated for the treatment of topical fungal infections.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Safe Formulation: Contains ketoconazole, known for its effectiveness against fungi.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Gentle on Skin: Designed to minimize skin irritation, redness, and itching.</p>
</li>
</ul>
<h3 dir=""ltr"">Product Key Specifications Table:</h3>
<div dir=""ltr"" align=""left"">
<table><colgroup><col width=""207""><col width=""417""></colgroup>
<tbody>
<tr>
<td>
<p dir=""ltr"">Specification</p>
</td>
<td>
<p dir=""ltr"">Details</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Brand/Manufacturer Name</p>
</td>
<td>
<p dir=""ltr"">Kiton</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Active Ingredient</p>
</td>
<td>
<p dir=""ltr"">Ketoconazole 2%</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Item Form</p>
</td>
<td>
<p dir=""ltr"">Soap</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Skin Type</p>
</td>
<td>
<p dir=""ltr"">Suitable for all skin types</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Size</p>
</td>
<td>
<p dir=""ltr"">50g</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Application</p>
</td>
<td>
<p dir=""ltr"">Topical use for fungal infections</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">Contraindications</p>
</td>
<td>
<p dir=""ltr"">Not to be used if allergic to ketoconazole or any ingredients</p>
</td>
</tr>
</tbody>
</table>
</div>
<h3 dir=""ltr"">Product Long Description:</h3>
<p dir=""ltr"">Kiton 2% Soap is a medicated soap designed to combat topical fungal infections efficiently. With ketoconazole as its active ingredient, it works by inhibiting the growth of fungi, providing relief from symptoms such as itching, redness, and skin irritation. Suitable for all skin types, this soap ensures a gentle yet effective treatment, making it a preferred choice for managing and preventing fungal infections.</p>
<h3 dir=""ltr"">Product Benefits:</h3>
<ul>
<li dir=""ltr"">
<p dir=""ltr"">Effective Fungal Treatment: Directly targets the fungal cells to stop their growth.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Ease of Use: Simple application process with fast-acting results.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Comfort and Relief: Offers relief from uncomfortable symptoms associated with fungal infections.</p>
</li>
</ul>
<h3 dir=""ltr"">How to Use:</h3>
<ul>
<li dir=""ltr"">
<p dir=""ltr"">Wet the affected area with water.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Apply Kiton Soap gently to create a lather.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Rinse thoroughly and repeat if necessary.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Avoid contact with eyes, nose, and mouth.</p>
</li>
</ul>
<h3 dir=""ltr"">Safety Guide:</h3>
<ul>
<li dir=""ltr"">
<p dir=""ltr"">Consult a doctor if pregnant or breastfeeding before use.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Not recommended for use on children without medical advice.</p>
</li>
<li dir=""ltr"">
<p dir=""ltr"">Discontinue use if allergic reactions occur and seek medical assistance.</p>
</li>
</ul>
<h3 dir=""ltr"">About the Brand:</h3>
<p dir=""ltr"">Kiton is dedicated to providing effective solutions for fungal infections, ensuring high-quality and reliable products for skin health.</p>
<p>This 50gm bar of Kiton 2% Soap offers a convenient and targeted approach to treating fungal infections. However, remember, consulting a doctor for diagnosis and proper treatment is crucial. Order ketoconazole soap and other <a href=""https://www.arogga.com/category/beauty/7115/personal-care"">personal care products</a> at the lowest price in Bangladesh from Arogga Limited.&nbsp;</p>",,,Biotec Corporation,0,[],50gm Bar,0,565
Linita 5,medicine,Square Pharmaceuticals PLC.,0,,,,Square Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,18
Sabitar 50,medicine,Incepta Pharmaceuticals Ltd.,0,,,,Incepta Pharmaceuticals Ltd.,0,"['b2b', 'chronic disease']",Tablet,0,45
Glipita M 1000,medicine,Beximco Pharmaceuticals Ltd.,0,,,,Beximco Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,18
ATV 20,medicine,Delta Pharma Limited,0,,"Discover ATV 20mg Tablet (এটিভি ২০ মি.গ্রা. ট্যাবলেট) uses, dosage, side effects, and get the best price with the fastest delivery at Arogga. ",,Delta Pharma Limited,0,"['b2b', 'chronic disease']",Tablet,0,10
Odmon 10,medicine,Renata Limited,0,,,,Renata Limited,0,"['b2b', 'chronic disease']",Tablet,0,16
Oradin,medicine,Eskayef Pharmaceuticals Ltd.,0,,,,Eskayef Pharmaceuticals Ltd.,0,[],Tablet,0,4
Delanix 30,medicine,Incepta Pharmaceuticals Ltd.,0,,,,Incepta Pharmaceuticals Ltd.,0,[],Capsule,0,10
Jasocaine Jelly,medicine,Jayson Pharmaceuticals Ltd.,0,,,,Jayson Pharmaceuticals Ltd.,0,[],30gm tube,0,97
Coralex DX,medicine,The ACME Laboratories Ltd.,0,,,,The ACME Laboratories Ltd.,0,['b2b'],Tablet,0,16
Calnor 5/20,medicine,Opsonin Pharma Limited,0,,,,Opsonin Pharma Limited,0,"['b2b', 'chronic disease']",Tablet,0,12.5
Stacor 10,medicine,Unimed Unihealth Pharmaceuticals Ltd.,0,,,,Unimed Unihealth Pharmaceuticals Ltd.,0,"['b2b', 'chronic disease']",Tablet,0,12
Good Knight Power Activ+ (Machine + Refill),home_care,Good Knight,0,"<p>Meet GoodKnight Power Activ+, which is better known as ""Push</p>
<p>Karo, Khush Thako"". We all know that Bangladesh is so varied that</p>
<p>even the mosquito wars we fight are different every time;</p>
<p>sometimes heavy, sometimes light. We noticed that ordinary liquid</p>
<p>vaporizers were just not enough; you needed something special.</p>
<p>The GoodKnight Power Activ has the powerful Activ+ mode that</p>
<p>provides double the power and double the effectiveness. So if</p>
<p>there are way too many mosquitoes troubling you, all you have to</p>
<p>do is push the switch up to the activ+ mode, the light goes orange</p>
<p>and the mosquitoes disappear. Once the mosquitoes are gone you</p>
<p>can push the button down to the normal mode, the light turns</p>
<p>green and you can carry on with happy times.</p>
<p>&nbsp;</p>
<p>Feature</p>
<p>&nbsp;</p>
<p>Superior heating system: ensures a low electricity consumption</p>
<p>and a consistent release of the Activ+</p>
<p>&nbsp;</p>
<p>Dual mode advantage: use normal mode when there are few</p>
<p>mosquitos and Activ+ mode when there are too many</p>
<p>mosquitos</p>
<p>&nbsp;</p>
<p>Activ+ Refill: The Activ+ refill has a high caliber porous wick</p>
<p>with consistent flow</p>",,,Acme Bangladesh,0,[],1's Pack,4.88,170
Curafin 30gm,medicine,Navana Pharmaceuticals Ltd.,0,,,,Navana Pharmaceuticals Ltd.,0,[],30gm tube,0,280
Valex CR 500,medicine,Incepta Pharmaceuticals Ltd.,0,,,,Incepta Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,13
Surgical Gauze Absorbent 1's Pack,healthcare,Surgical Kit,0,,,,Surgical Kit,0,[],1's Pack,5,15
Nivea Milk Delights Face Wash Besan for Oily Skin 100 ml,beauty,Nivea,0,"<p>Experience the gentle cleansing power of nature.Infused with the soothing properties of rose water and the natural cleansing benefits of milk, our Nivea Milk Delight Face Wash with Besan is the perfect way to pamper your skin. This gentle formula helps to:Soothe sensitive skin: Rose water calms and reduces redness and irritation.Deeply cleanse: Milk helps to remove impurities without stripping your skin's natural moisture.Smooth and soften: Besan, a natural exfoliant, gently polishes your skin, leaving it soft and radiant.How to use:Shake well: Ensure a thorough blend of ingredients.Moisten: Wet your face and neck with lukewarm water.Apply: Gently massage the face wash onto your face and neck in circular motions.Rinse: Thoroughly rinse with water.Reveal a naturally radiant you with Nivea Milk Delight Face Wash with Besan.</p>",,,,0,"['Wedding', 'trending ', 'eid khushi']",100ml,4.86,425
PPI 20,medicine,The ACME Laboratories Ltd.,0,,,,The ACME Laboratories Ltd.,0,['OTC'],Capsule,0,5
NovoRapid Penfill,medicine,Novo Nordisk,0,,,,Novo Nordisk,1,"['Insulin', 'chronic disease']",3ml Cartridge,0,780
Laikou Snail Sleeping Mask,beauty,LAIKOU,0,"<h2>Laikou Snail Sleeping Mask</h2>
<p>&nbsp;Buy&nbsp; Laikou Snail Sleeping Face Mask 3g Pack in Bangladesh from Arogga. This hydrating and anti-aging night mask restores skin elasticity, fights wrinkles, and promotes a radiant complexion.</p>
<p>The Laikou Snail Sleeping Mask is a powerful skincare solution designed to rejuvenate your skin while you sleep. Infused with snail secretion, this mask effectively prevents skin aging, reduces fine lines, and eliminates spots, scars, and acne. Its hydrating properties deeply nourish the skin, restoring elasticity and promoting a youthful glow. Perfect for those looking to combat signs of aging, this mask works overnight to ensure your skin feels refreshed, firm, and hydrated by morning.</p>
<p>&nbsp;</p>
<h2>Product Details</h2>
<ul>
<li>Helps improve skin dryness</li>
<li>Suitable for night cream, keeping the skin fresh and elastic.</li>
<li>Non-irritating ingredients to care for the skin.</li>
<li>Snail mucus secretion can effectively prevent skin aging and eliminate spots, scars, and acne.</li>
<li>Snail mucus-containing secretion has a chemical composition that has a firming effect.</li>
<li>This will restore elasticity and firmness to your skin while reducing wrinkles and fine-lines.</li>
</ul>
<p>&nbsp;</p>
<h3>Benefits</h3>
<p><br>● Hydration: Deeply moisturizes, leaving the skin soft and supple.<br>● Anti-aging: Reduces wrinkles and fine lines, restoring skin firmness.<br>● Skin Renewal: Helps in the reduction of acne scars, spots, and blemishes.<br>● Whitening Effect: Evens out the complexion for a brighter, radiant look.</p>
<h3>&nbsp;</h3>
<h3><strong>Product Key Specifications</strong></h3>
<table style=""border-collapse: collapse; width: 100%; border-color: rgb(149, 165, 166); height: 196.023px;"" border=""1"">
<thead>
<tr style=""height: 19.6023px;"">
<th style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 23.8733%;"">Attribute</th>
<th style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 76.1792%;"">Details</th>
</tr>
</thead>
<tbody>
<tr style=""height: 19.6023px;"">
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 23.8733%;""><strong>Brand</strong></td>
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 76.1792%;"">Laikou</td>
</tr>
<tr style=""height: 19.6023px;"">
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 23.8733%;""><strong>Type</strong></td>
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 76.1792%;"">Sleeping Mask</td>
</tr>
<tr style=""height: 19.6023px;"">
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 23.8733%;""><strong>Top Features</strong></td>
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 76.1792%;"">Moisturizer, Anti-wrinkle, Firming</td>
</tr>
<tr style=""height: 19.6023px;"">
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 23.8733%;""><strong>Size</strong></td>
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 76.1792%;"">3g</td>
</tr>
<tr style=""height: 19.6023px;"">
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 23.8733%;""><strong>Count</strong></td>
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 76.1792%;"">1 Mask</td>
</tr>
<tr style=""height: 19.6023px;"">
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 23.8733%;""><strong>Application</strong></td>
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 76.1792%;"">Face, Neck</td>
</tr>
<tr style=""height: 19.6023px;"">
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 23.8733%;""><strong>Used For</strong></td>
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 76.1792%;"">Anti-aging, Hydration, Whitening</td>
</tr>
<tr style=""height: 19.6023px;"">
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 23.8733%;""><strong>Ingredients<br></strong></td>
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 76.1792%;"">Snail secretion filtrate, water, glycerin, hyaluronic acid, other natural moisturizing agents.</td>
</tr>
<tr style=""height: 19.6023px;"">
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 23.8733%;""><strong>Skin Type</strong></td>
<td style=""border-color: rgb(149, 165, 166); height: 19.6023px; width: 76.1792%;"">All Skin Types</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<h2>How To Use</h2>
<ul>
<li>After daily skincare, apply to face or neck, wash with warm water in the next morning.</li>
<li>Use 2-3 times a week</li>
<li>Apply for 20 minutes before makeup, make the make-up look more suitable</li>
</ul>
<p>Laikou is known for its innovative skincare products, focusing on effective ingredients that deliver real results. Their snail-based skincare line is highly regarded for promoting healthy, youthful-looking skin.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",,,,0,"['authentic-beauty', 'eid khushi']",3g Sachet,4,50
